surface,reading,theme_ids,source_kind,source_ref
持ち帰り,もちかえり,food,auto,wnja:1.1-compatible-roots-v2
指名打者,しめいだしゃ,person_job,auto,wnja:1.1-compatible-roots-v2
木管楽器,もっかんがっき,instrument|music,reviewed,wnja:04598582-n
歯ブラシ,はぶらし,daily_tools,auto,wnja:1.1-compatible-roots-v2
毛細血管,もうさいけっかん,body,auto,wnja:1.1-compatible-roots-v2
水たまり,みずたまり,nature|place_building,auto,wnja:1.1-compatible-roots-v2
泡立て器,あわだてき,daily_tools,auto,wnja:1.1-compatible-roots-v2
派遣社員,はけんしゃいん,person_job,auto,wnja:1.1-compatible-roots-v2
消しゴム,けしごむ,daily_tools,auto,wnja:1.1-compatible-roots-v2
清涼飲料,せいりょういんりょう,food,auto,wnja:1.1-compatible-roots-v2
温室効果,おんしつこうか,nature,auto,wnja:1.1-compatible-roots-v2
温暖前線,おんだんぜんせん,nature,auto,wnja:1.1-compatible-roots-v2
湯沸かし,ゆわかし,daily_tools,auto,wnja:1.1-compatible-roots-v2
炭酸飲料,たんさんいんりょう,food,auto,wnja:1.1-compatible-roots-v2
焼きそば,やきそば,food,reviewed,wnja:07865484-n
照り焼き,てりやき,food,auto,wnja:1.1-compatible-roots-v2
生鮮食品,せいせんしょくひん,food,auto,wnja:1.1-compatible-roots-v2
白ワイン,しろわいん,food,auto,wnja:1.1-compatible-roots-v2
目玉焼き,めだまやき,food,auto,wnja:1.1-compatible-roots-v2
社員食堂,しゃいんしょくどう,place_building,auto,wnja:1.1-compatible-roots-v2
科学技術,かがくぎじゅつ,person_job,auto,wnja:1.1-compatible-roots-v2
筆記用具,ひっきようぐ,daily_tools,auto,wnja:1.1-compatible-roots-v2
節足動物,せっそくどうぶつ,animal|nature,reviewed,wnja:01767661-n
粉ミルク,こなみるく,food,auto,wnja:1.1-compatible-roots-v2
線香花火,せんこうはなび,person_job,auto,wnja:1.1-compatible-roots-v2
肉食動物,にくしょくどうぶつ,animal|nature,auto,wnja:1.1-compatible-roots-v2
航空母艦,こうくうぼかん,vehicle,auto,wnja:1.1-compatible-roots-v2
芝刈り機,しばかりき,daily_tools,auto,wnja:1.1-compatible-roots-v2
草食動物,そうしょくどうぶつ,animal|nature,auto,wnja:1.1-compatible-roots-v2
被保険者,ひほけんしゃ,person_job,auto,wnja:1.1-compatible-roots-v2
裏切り者,うらぎりもの,person_job,auto,wnja:1.1-compatible-roots-v2
親知らず,おやしらず,body,auto,wnja:1.1-compatible-roots-v2
調理器具,ちょうりきぐ,daily_tools,auto,wnja:1.1-compatible-roots-v2
調理用具,ちょうりようぐ,daily_tools,auto,wnja:1.1-compatible-roots-v2
赤ワイン,あかわいん,food,auto,wnja:1.1-compatible-roots-v2
路面電車,ろめんでんしゃ,vehicle,reviewed,wnja:04335435-n
運動神経,うんどうしんけい,body,auto,wnja:1.1-compatible-roots-v2
酔っ払い,よっぱらい,person_job,auto,wnja:1.1-compatible-roots-v2
金管楽器,きんかんがっき,instrument|music,auto,wnja:1.1-compatible-roots-v2
鉛筆削り,えんぴつけずり,daily_tools,auto,wnja:1.1-compatible-roots-v2
電子楽器,でんしがっき,instrument|music,auto,wnja:1.1-compatible-roots-v2
電気剃刀,でんきかみそり,daily_tools,auto,wnja:1.1-compatible-roots-v2
風船ガム,ふうせんがむ,food,auto,wnja:1.1-compatible-roots-v2
飛行機雲,ひこうきぐも,nature,auto,wnja:1.1-compatible-roots-v2
香味野菜,こうみやさい,food|vegetable,auto,wnja:1.1-compatible-roots-v2
高層ビル,こうそうびる,place_building,auto,wnja:1.1-compatible-roots-v2
ばあちゃん,ばあちゃん,person_job,auto,wnja:1.1-compatible-roots-v2
ふくらはぎ,ふくらはぎ,body,auto,wnja:1.1-compatible-roots-v2
ろくでなし,ろくでなし,person_job,auto,wnja:1.1-compatible-roots-v2
アブラムシ,あぶらむし,animal|nature,auto,wnja:1.1-compatible-roots-v2
アマチュア,あまちゅあ,person_job,auto,wnja:1.1-compatible-roots-v2
アライグマ,あらいぐま,animal|nature,reviewed,wnja:02508021-n|wnja:02508213-n
アルコール,あるこーる,food,reviewed,wnja:07884567-n|wnja:07901587-n
アルバイト,あるばいと,person_job,auto,wnja:1.1-compatible-roots-v2
アーモンド,あーもんど,plant|fruit,reviewed,wnja:07750586-n|wnja:12645174-n
インターン,いんたーん,person_job,auto,wnja:1.1-compatible-roots-v2
ウイスキー,ういすきー,food,auto,wnja:1.1-compatible-roots-v2
ウェイター,うぇいたー,person_job,auto,wnja:1.1-compatible-roots-v2
ウーロン茶,うーろんちゃ,food,auto,wnja:1.1-compatible-roots-v2
エンジニア,えんじにあ,person_job,auto,wnja:1.1-compatible-roots-v2
オットセイ,おっとせい,animal|nature,auto,wnja:1.1-compatible-roots-v2
オルゴール,おるごーる,instrument|music,reviewed,wnja:03801353-n
オートバイ,おーとばい,vehicle,reviewed,wnja:03790512-n
カウボーイ,かうぼーい,person_job,auto,wnja:1.1-compatible-roots-v2
カスタード,かすたーど,food,auto,wnja:1.1-compatible-roots-v2
カフェオレ,かふぇおれ,food,auto,wnja:1.1-compatible-roots-v2
カメラマン,かめらまん,person_job,auto,wnja:1.1-compatible-roots-v2
カンガルー,かんがるー,animal|nature,auto,wnja:1.1-compatible-roots-v2
カーペット,かーぺっと,daily_tools,auto,wnja:1.1-compatible-roots-v2
カーポート,かーぽーと,place_building,auto,wnja:1.1-compatible-roots-v2
キャプテン,きゃぷてん,person_job,auto,wnja:1.1-compatible-roots-v2
キャラメル,きゃらめる,food,auto,wnja:1.1-compatible-roots-v2
キャンパス,きゃんぱす,place_building,auto,wnja:1.1-compatible-roots-v2
ギタリスト,ぎたりすと,person_job,auto,wnja:1.1-compatible-roots-v2
ケチャップ,けちゃっぷ,food,auto,wnja:1.1-compatible-roots-v2
コルク抜き,こるくぬき,daily_tools,auto,wnja:1.1-compatible-roots-v2
コーヒー豆,こーひーまめ,fruit,auto,wnja:1.1-compatible-roots-v2
サインペン,さいんぺん,daily_tools,auto,wnja:1.1-compatible-roots-v2
サクランボ,さくらんぼ,food|fruit,reviewed,wnja:07757132-n
サーファー,さーふぁー,person_job,auto,wnja:1.1-compatible-roots-v2
サーフィン,さーふぃん,sport,auto,wnja:1.1-compatible-roots-v2
シャンパン,しゃんぱん,food,auto,wnja:1.1-compatible-roots-v2
ジェット機,じぇっとき,vehicle,reviewed,wnja:03595860-n
ジャスミン,じゃすみん,plant|nature,auto,wnja:1.1-compatible-roots-v2
スカッシュ,すかっしゅ,sport|vegetable,reviewed,manual:reviewed-polysemy-v1
スクーター,すくーたー,vehicle,auto,wnja:1.1-compatible-roots-v2
スプレッド,すぷれっど,food,auto,wnja:1.1-compatible-roots-v2
スラックス,すらっくす,clothing,auto,wnja:1.1-compatible-roots-v2
セーラー服,せーらーふく,clothing,auto,wnja:1.1-compatible-roots-v2
ソーセージ,そーせーじ,food,auto,wnja:1.1-compatible-roots-v2
タキシード,たきしーど,clothing,auto,wnja:1.1-compatible-roots-v2
チャーハン,ちゃーはん,food,auto,wnja:1.1-compatible-roots-v2
デザイナー,でざいなー,person_job,auto,wnja:1.1-compatible-roots-v2
トランクス,とらんくす,clothing,auto,wnja:1.1-compatible-roots-v2
トースター,とーすたー,daily_tools,auto,wnja:1.1-compatible-roots-v2
ナレーター,なれーたー,person_job,auto,wnja:1.1-compatible-roots-v2
ネイティブ,ねいてぃぶ,person_job,auto,wnja:1.1-compatible-roots-v2
ハイボール,はいぼーる,food,reviewed,wnja:07912211-n
バイオリン,ばいおりん,instrument|music,auto,wnja:1.1-compatible-roots-v2
バイキング,ばいきんぐ,food,auto,wnja:1.1-compatible-roots-v2
バスローブ,ばすろーぶ,clothing,auto,wnja:1.1-compatible-roots-v2
パンケーキ,ぱんけーき,food,auto,wnja:1.1-compatible-roots-v2
パートナー,ぱーとなー,person_job,auto,wnja:1.1-compatible-roots-v2
ビスケット,びすけっと,food,auto,wnja:1.1-compatible-roots-v2
ビュッフェ,びゅっふぇ,food,auto,wnja:1.1-compatible-roots-v2
ピアニスト,ぴあにすと,person_job,auto,wnja:1.1-compatible-roots-v2
ピクニック,ぴくにっく,food,auto,wnja:1.1-compatible-roots-v2
ピンセット,ぴんせっと,daily_tools,auto,wnja:1.1-compatible-roots-v2
ピーナッツ,ぴーなっつ,fruit,auto,wnja:1.1-compatible-roots-v2
