surface,reading,theme_ids,source_kind,source_ref
鰯鯨,いわしくじら,animal|nature,auto,wnja:1.1-compatible-roots-v2
鳴鳥,めいちょう,animal|nature,auto,wnja:1.1-compatible-roots-v2
鴨茅,かもがや,plant|nature,auto,wnja:1.1-compatible-roots-v2
鵬翼,ほうよく,vehicle,auto,wnja:1.1-compatible-roots-v2
鶉豆,うずらまめ,food|vegetable,reviewed,wnja:07727252-n
鶴嘴,つるはし,daily_tools,auto,wnja:1.1-compatible-roots-v2
鶺鴒,せきれい,animal|nature,auto,wnja:1.1-compatible-roots-v2
鷲鼻,わしばな,body,auto,wnja:1.1-compatible-roots-v2
鷹匠,たかじょう,person_job,auto,wnja:1.1-compatible-roots-v2
鷺草,さぎそう,plant|nature,auto,wnja:1.1-compatible-roots-v2
鸚哥,いんこ,animal|nature,auto,wnja:1.1-compatible-roots-v2
鹿肉,しかにく,food,auto,wnja:1.1-compatible-roots-v2
麦畑,むぎばたけ,place_building,auto,wnja:1.1-compatible-roots-v2
麦粉,むぎこ,food,auto,wnja:1.1-compatible-roots-v2
黄粉,きなこ,food,auto,wnja:1.1-compatible-roots-v2
黄雀,こうじゃく,animal|nature,auto,wnja:1.1-compatible-roots-v2
黒人,こくじん,person_job,auto,wnja:1.1-compatible-roots-v2
黒樫,くろがし,plant|nature,auto,wnja:1.1-compatible-roots-v2
黒竹,くろちく,plant|nature,auto,wnja:1.1-compatible-roots-v2
黒蟻,くろあり,animal|nature,auto,wnja:1.1-compatible-roots-v2
黒蠅,くろばえ,animal|nature,auto,wnja:1.1-compatible-roots-v2
黒質,こくしつ,body,auto,wnja:1.1-compatible-roots-v2
鼓手,こしゅ,person_job,auto,wnja:1.1-compatible-roots-v2
鼓索,こさく,instrument|music,auto,wnja:1.1-compatible-roots-v2
鼠賊,そぞく,person_job,auto,wnja:1.1-compatible-roots-v2
鼻祖,びそ,person_job,auto,wnja:1.1-compatible-roots-v2
鼻面,はなづら,body,auto,wnja:1.1-compatible-roots-v2
いけず,いけず,person_job,auto,wnja:1.1-compatible-roots-v2
いなさ,いなさ,nature,auto,wnja:1.1-compatible-roots-v2
いばら,いばら,body,auto,wnja:1.1-compatible-roots-v2
おなご,おなご,person_job,auto,wnja:1.1-compatible-roots-v2
おぼこ,おぼこ,person_job,auto,wnja:1.1-compatible-roots-v2
おみ足,おみあし,body,auto,wnja:1.1-compatible-roots-v2
お召物,おめしもの,clothing,auto,wnja:1.1-compatible-roots-v2
お子様,おこさま,person_job,auto,wnja:1.1-compatible-roots-v2
お日様,おひさま,nature,auto,wnja:1.1-compatible-roots-v2
お母様,おかあさま,person_job,auto,wnja:1.1-compatible-roots-v2
かいな,かいな,body,auto,wnja:1.1-compatible-roots-v2
かつら,かつら,clothing,auto,wnja:1.1-compatible-roots-v2
こそ泥,こそどろ,person_job,auto,wnja:1.1-compatible-roots-v2
ご新造,ごしんぞう,person_job,auto,wnja:1.1-compatible-roots-v2
ざくろ,ざくろ,food|fruit,auto,wnja:1.1-compatible-roots-v2
じゃが,じゃが,plant|nature,auto,wnja:1.1-compatible-roots-v2
すべた,すべた,person_job,auto,wnja:1.1-compatible-roots-v2
せん馬,せんば,animal|nature,auto,wnja:1.1-compatible-roots-v2
ちゃり,ちゃり,vehicle,auto,wnja:1.1-compatible-roots-v2
ちゃん,ちゃん,person_job,auto,wnja:1.1-compatible-roots-v2
ちんば,ちんば,person_job,auto,wnja:1.1-compatible-roots-v2
てて親,てておや,person_job,auto,wnja:1.1-compatible-roots-v2
でれ助,でれすけ,person_job,auto,wnja:1.1-compatible-roots-v2
どら猫,どらねこ,animal|nature,auto,wnja:1.1-compatible-roots-v2
なぞえ,なぞえ,nature|place_building,auto,wnja:1.1-compatible-roots-v2
ねえや,ねえや,person_job,auto,wnja:1.1-compatible-roots-v2
はしけ,はしけ,vehicle,reviewed,wnja:02792552-n
またぎ,またぎ,person_job,auto,wnja:1.1-compatible-roots-v2
まんこ,まんこ,body,auto,wnja:1.1-compatible-roots-v2
めかけ,めかけ,person_job,auto,wnja:1.1-compatible-roots-v2
やせ馬,やせうま,animal|nature,auto,wnja:1.1-compatible-roots-v2
ゆすり,ゆすり,person_job,auto,wnja:1.1-compatible-roots-v2
よそ者,よそもの,person_job,auto,wnja:1.1-compatible-roots-v2
わんこ,わんこ,animal|nature,auto,wnja:1.1-compatible-roots-v2
アキー,あきー,food|fruit,auto,wnja:1.1-compatible-roots-v2
アグラ,あぐら,place_building,auto,wnja:1.1-compatible-roots-v2
アダン,あだん,plant|nature,auto,wnja:1.1-compatible-roots-v2
アトリ,あとり,animal|nature,auto,wnja:1.1-compatible-roots-v2
アナゴ,あなご,animal|nature,auto,wnja:1.1-compatible-roots-v2
アニス,あにす,food|plant,auto,wnja:1.1-compatible-roots-v2
アヌス,あぬす,body,auto,wnja:1.1-compatible-roots-v2
アノア,あのあ,animal|nature,auto,wnja:1.1-compatible-roots-v2
アラム,あらむ,country,auto,wnja:1.1-compatible-roots-v2
アリア,ありあ,music,auto,wnja:1.1-compatible-roots-v2
アレビ,あれび,person_job,auto,wnja:1.1-compatible-roots-v2
アロエ,あろえ,plant|nature,auto,wnja:1.1-compatible-roots-v2
アンズ,あんず,food|plant|fruit,reviewed,wnja:07750872-n|wnja:12640607-n
イエス,いえす,person_job,auto,wnja:1.1-compatible-roots-v2
イグサ,いぐさ,plant|nature,auto,wnja:1.1-compatible-roots-v2
イサキ,いさき,animal|nature,auto,wnja:1.1-compatible-roots-v2
イチビ,いちび,plant|nature,auto,wnja:1.1-compatible-roots-v2
イチボ,いちぼ,food,auto,wnja:1.1-compatible-roots-v2
イトヨ,いとよ,animal|nature,auto,wnja:1.1-compatible-roots-v2
イノー,いのー,person_job,auto,wnja:1.1-compatible-roots-v2
ウェア,うぇあ,clothing,auto,wnja:1.1-compatible-roots-v2
ウェハ,うぇは,food,auto,wnja:1.1-compatible-roots-v2
ウエア,うえあ,clothing,auto,wnja:1.1-compatible-roots-v2
ウエハ,うえは,food,auto,wnja:1.1-compatible-roots-v2
ウォー,うぉー,person_job,auto,wnja:1.1-compatible-roots-v2
ウズラ,うずら,food,reviewed,wnja:07647321-n
ウツギ,うつぎ,plant|nature,auto,wnja:1.1-compatible-roots-v2
ウツボ,うつぼ,animal|nature,auto,wnja:1.1-compatible-roots-v2
ウーゾ,うーぞ,food,auto,wnja:1.1-compatible-roots-v2
エテ公,えてこう,animal|nature,auto,wnja:1.1-compatible-roots-v2
エノキ,えのき,food|plant,auto,wnja:1.1-compatible-roots-v2
エビネ,えびね,plant|nature,auto,wnja:1.1-compatible-roots-v2
エビモ,えびも,plant|nature,auto,wnja:1.1-compatible-roots-v2
エリカ,えりか,plant|nature,auto,wnja:1.1-compatible-roots-v2
エルム,えるむ,plant|nature,auto,wnja:1.1-compatible-roots-v2
エード,えーど,food,auto,wnja:1.1-compatible-roots-v2
オカピ,おかぴ,animal|nature,auto,wnja:1.1-compatible-roots-v2
オシダ,おしだ,plant|nature,auto,wnja:1.1-compatible-roots-v2
オラン,おらん,place_building,auto,wnja:1.1-compatible-roots-v2
オルグ,おるぐ,person_job,auto,wnja:1.1-compatible-roots-v2
オーツ,おーつ,person_job,auto,wnja:1.1-compatible-roots-v2
オーバ,おーば,clothing,auto,wnja:1.1-compatible-roots-v2
カウチ,かうち,daily_tools,auto,wnja:1.1-compatible-roots-v2
カカオ,かかお,food|plant,reviewed,wnja:12201580-n
カサゴ,かさご,animal|nature,auto,wnja:1.1-compatible-roots-v2
カシス,かしす,food|plant|fruit,reviewed,wnja:07744559-n
カジノ,かじの,place_building,auto,wnja:1.1-compatible-roots-v2
カズー,かずー,instrument|music,reviewed,wnja:03609397-n
カペラ,かぺら,nature,auto,wnja:1.1-compatible-roots-v2
カマス,かます,animal|nature,auto,wnja:1.1-compatible-roots-v2
カリフ,かりふ,person_job,auto,wnja:1.1-compatible-roots-v2
カント,かんと,person_job,auto,wnja:1.1-compatible-roots-v2
カンナ,かんな,plant|nature,auto,wnja:1.1-compatible-roots-v2
カーフ,かーふ,animal|nature,auto,wnja:1.1-compatible-roots-v2
カーマ,かーま,person_job,auto,wnja:1.1-compatible-roots-v2
ガゼル,がぜる,animal|nature,auto,wnja:1.1-compatible-roots-v2
ガトー,がとー,food,auto,wnja:1.1-compatible-roots-v2
ガリー,がりー,nature|place_building,auto,wnja:1.1-compatible-roots-v2
ガール,がーる,person_job,auto,wnja:1.1-compatible-roots-v2
キウイ,きうい,food|fruit,auto,wnja:1.1-compatible-roots-v2
キッド,きっど,person_job,auto,wnja:1.1-compatible-roots-v2
キヅタ,きづた,plant|nature,auto,wnja:1.1-compatible-roots-v2
キラー,きらー,person_job,auto,wnja:1.1-compatible-roots-v2
キルト,きると,clothing,auto,wnja:1.1-compatible-roots-v2
キンマ,きんま,plant|nature,auto,wnja:1.1-compatible-roots-v2
ギボン,ぎぼん,person_job,auto,wnja:1.1-compatible-roots-v2
ギャル,ぎゃる,person_job,auto,wnja:1.1-compatible-roots-v2
ギヨー,ぎよー,nature|place_building,auto,wnja:1.1-compatible-roots-v2
ギンポ,ぎんぽ,animal|nature,auto,wnja:1.1-compatible-roots-v2
クック,くっく,person_job,auto,wnja:1.1-compatible-roots-v2
クヌギ,くぬぎ,plant|nature,reviewed,wnja:12268246-n
クミン,くみん,plant,auto,wnja:1.1-compatible-roots-v2
クラゲ,くらげ,animal|nature,reviewed,wnja:01910252-n|wnja:01910747-n
クロモ,くろも,plant|nature,auto,wnja:1.1-compatible-roots-v2
クワス,くわす,food,auto,wnja:1.1-compatible-roots-v2
クーペ,くーぺ,vehicle,reviewed,wnja:03119396-n
グアバ,ぐあば,food|plant|fruit,reviewed,wnja:07765361-n|wnja:12333530-n
グリオ,ぐりお,person_job,auto,wnja:1.1-compatible-roots-v2
グレコ,ぐれこ,person_job,auto,wnja:1.1-compatible-roots-v2
ケッチ,けっち,vehicle,auto,wnja:1.1-compatible-roots-v2
ケピ帽,けぴぼう,clothing,auto,wnja:1.1-compatible-roots-v2
ケラー,けらー,person_job,auto,wnja:1.1-compatible-roots-v2
ケーク,けーく,food,auto,wnja:1.1-compatible-roots-v2
ケープ,けーぷ,clothing,auto,wnja:1.1-compatible-roots-v2
ケール,けーる,plant|nature,auto,wnja:1.1-compatible-roots-v2
ゲリラ,げりら,person_job,auto,wnja:1.1-compatible-roots-v2
コキュ,こきゅ,person_job,auto,wnja:1.1-compatible-roots-v2
ココア,ここあ,food,auto,wnja:1.1-compatible-roots-v2
コサギ,こさぎ,animal|nature,auto,wnja:1.1-compatible-roots-v2
コバチ,こばち,animal|nature,auto,wnja:1.1-compatible-roots-v2
コブノ,こぶの,place_building,auto,wnja:1.1-compatible-roots-v2
コブラ,こぶら,animal|nature,auto,wnja:1.1-compatible-roots-v2
コプト,こぷと,person_job,auto,wnja:1.1-compatible-roots-v2
コプラ,こぷら,food,auto,wnja:1.1-compatible-roots-v2
コリン,こりん,food,auto,wnja:1.1-compatible-roots-v2
コリー,こりー,animal|nature,auto,wnja:1.1-compatible-roots-v2
コルダ,こるだ,person_job,auto,wnja:1.1-compatible-roots-v2
コーダ,こーだ,music,auto,wnja:1.1-compatible-roots-v2
ゴング,ごんぐ,instrument|music,reviewed,wnja:03017168-n|wnja:03447721-n
サケイ,さけい,animal|nature,auto,wnja:1.1-compatible-roots-v2
ササゲ,ささげ,food|plant|vegetable,reviewed,wnja:07726672-n
サッコ,さっこ,person_job,auto,wnja:1.1-compatible-roots-v2
サニー,さにー,person_job,auto,wnja:1.1-compatible-roots-v2
サバナ,さばな,place_building,auto,wnja:1.1-compatible-roots-v2
サパー,さぱー,food,auto,wnja:1.1-compatible-roots-v2
サモサ,さもさ,food,auto,wnja:1.1-compatible-roots-v2
サラミ,さらみ,food,auto,wnja:1.1-compatible-roots-v2
サルサ,さるさ,food,auto,wnja:1.1-compatible-roots-v2
サルパ,さるぱ,animal|nature,auto,wnja:1.1-compatible-roots-v2
サワー,さわー,food,auto,wnja:1.1-compatible-roots-v2
サンマ,さんま,animal|nature,auto,wnja:1.1-compatible-roots-v2
ザボン,ざぼん,food|plant|fruit,reviewed,wnja:07750146-n
シャケ,しゃけ,animal|nature,auto,wnja:1.1-compatible-roots-v2
シャチ,しゃち,animal|nature,reviewed,wnja:02071294-n
シャム,しゃむ,country,auto,wnja:1.1-compatible-roots-v2
シャー,しゃー,person_job,auto,wnja:1.1-compatible-roots-v2
シラミ,しらみ,animal|nature,auto,wnja:1.1-compatible-roots-v2
シング,しんぐ,person_job,auto,wnja:1.1-compatible-roots-v2
シンパ,しんぱ,person_job,auto,wnja:1.1-compatible-roots-v2
シース,しーす,clothing,auto,wnja:1.1-compatible-roots-v2
シード,しーど,person_job,auto,wnja:1.1-compatible-roots-v2
ジェイ,じぇい,person_job,auto,wnja:1.1-compatible-roots-v2
ジゴロ,じごろ,person_job,auto,wnja:1.1-compatible-roots-v2
ジビエ,じびえ,food,auto,wnja:1.1-compatible-roots-v2
ジラフ,じらふ,animal|nature,auto,wnja:1.1-compatible-roots-v2
ジレー,じれー,clothing,auto,wnja:1.1-compatible-roots-v2
ジープ,じーぷ,vehicle,reviewed,wnja:03594945-n
スフレ,すふれ,food,auto,wnja:1.1-compatible-roots-v2
スワン,すわん,animal|nature,auto,wnja:1.1-compatible-roots-v2
スール,すーる,place_building,auto,wnja:1.1-compatible-roots-v2
スー族,すーぞく,person_job,auto,wnja:1.1-compatible-roots-v2
セダン,せだん,vehicle,reviewed,wnja:04166281-n
セリー,せりー,food,auto,wnja:1.1-compatible-roots-v2
センナ,せんな,plant|nature,auto,wnja:1.1-compatible-roots-v2
セージ,せーじ,food,auto,wnja:1.1-compatible-roots-v2
ソテツ,そてつ,plant|nature,reviewed,wnja:11600372-n|wnja:11601177-n
ソテー,そてー,food,auto,wnja:1.1-compatible-roots-v2
ソナタ,そなた,music,auto,wnja:1.1-compatible-roots-v2
ソルベ,そるべ,food,auto,wnja:1.1-compatible-roots-v2
ソング,そんぐ,music,auto,wnja:1.1-compatible-roots-v2
タカナ,たかな,food,auto,wnja:1.1-compatible-roots-v2
タカ派,たかは,person_job,auto,wnja:1.1-compatible-roots-v2
タガメ,たがめ,animal|nature,reviewed,wnja:02242137-n
タゲリ,たげり,animal|nature,auto,wnja:1.1-compatible-roots-v2
タシギ,たしぎ,animal|nature,auto,wnja:1.1-compatible-roots-v2
ダイブ,だいぶ,sport,auto,wnja:1.1-compatible-roots-v2
ダイヴ,だいゔ,sport,auto,wnja:1.1-compatible-roots-v2
ダウ船,だうせん,vehicle,auto,wnja:1.1-compatible-roots-v2
ダック,だっく,animal|nature,auto,wnja:1.1-compatible-roots-v2
ダフ屋,だふや,person_job,auto,wnja:1.1-compatible-roots-v2
ダリア,だりあ,plant|nature,auto,wnja:1.1-compatible-roots-v2
チコリ,ちこり,food|vegetable,reviewed,wnja:07730855-n
チャコ,ちゃこ,daily_tools,auto,wnja:1.1-compatible-roots-v2
チョコ,ちょこ,food,auto,wnja:1.1-compatible-roots-v2
チワワ,ちわわ,animal|nature,reviewed,wnja:02085620-n
チータ,ちーた,animal|nature,auto,wnja:1.1-compatible-roots-v2
チーフ,ちーふ,person_job,auto,wnja:1.1-compatible-roots-v2
ツグミ,つぐみ,animal|nature,auto,wnja:1.1-compatible-roots-v2
ツリー,つりー,plant|nature,auto,wnja:1.1-compatible-roots-v2
テクノ,てくの,music,auto,wnja:1.1-compatible-roots-v2
テトラ,てとら,animal|nature,auto,wnja:1.1-compatible-roots-v2
テラー,てらー,person_job,auto,wnja:1.1-compatible-roots-v2
テリア,てりあ,animal|nature,auto,wnja:1.1-compatible-roots-v2
デイゴ,でいご,plant|nature,auto,wnja:1.1-compatible-roots-v2
デイム,でいむ,person_job,auto,wnja:1.1-compatible-roots-v2
デネブ,でねぶ,nature,auto,wnja:1.1-compatible-roots-v2
デリス,でりす,plant|nature,auto,wnja:1.1-compatible-roots-v2
トクサ,とくさ,plant|nature,auto,wnja:1.1-compatible-roots-v2
トリガ,とりが,daily_tools,auto,wnja:1.1-compatible-roots-v2
トルテ,とるて,food,auto,wnja:1.1-compatible-roots-v2
トーガ,とーが,clothing,auto,wnja:1.1-compatible-roots-v2
ドナー,どなー,person_job,auto,wnja:1.1-compatible-roots-v2
ドーズ,どーず,person_job,auto,wnja:1.1-compatible-roots-v2
ナズナ,なずな,plant|nature,auto,wnja:1.1-compatible-roots-v2
ナセル,なせる,person_job,auto,wnja:1.1-compatible-roots-v2
ナマコ,なまこ,animal|nature,auto,wnja:1.1-compatible-roots-v2
ナース,なーす,person_job,auto,wnja:1.1-compatible-roots-v2
ニガー,にがー,person_job,auto,wnja:1.1-compatible-roots-v2
ニグロ,にぐろ,person_job,auto,wnja:1.1-compatible-roots-v2
ヌガー,ぬがー,food,auto,wnja:1.1-compatible-roots-v2
ネグロ,ねぐろ,person_job,auto,wnja:1.1-compatible-roots-v2
ノゲシ,のげし,plant|nature,auto,wnja:1.1-compatible-roots-v2
ノスリ,のすり,animal|nature,auto,wnja:1.1-compatible-roots-v2
ハウス,はうす,place_building,auto,wnja:1.1-compatible-roots-v2
ハギス,はぎす,food,auto,wnja:1.1-compatible-roots-v2
ハダニ,はだに,animal|nature,auto,wnja:1.1-compatible-roots-v2
ハチク,はちく,plant|nature,auto,wnja:1.1-compatible-roots-v2
ハット,はっと,clothing,auto,wnja:1.1-compatible-roots-v2
ハンド,はんど,body,auto,wnja:1.1-compatible-roots-v2
ハープ,はーぷ,instrument|music,auto,wnja:1.1-compatible-roots-v2
バギナ,ばぎな,body,auto,wnja:1.1-compatible-roots-v2
バギー,ばぎー,vehicle,auto,wnja:1.1-compatible-roots-v2
バスト,ばすと,body,auto,wnja:1.1-compatible-roots-v2
バラカ,ばらか,person_job,auto,wnja:1.1-compatible-roots-v2
バルト,ばると,person_job,auto,wnja:1.1-compatible-roots-v2
バルナ,ばるな,place_building,auto,wnja:1.1-compatible-roots-v2
バロン,ばろん,daily_tools,auto,wnja:1.1-compatible-roots-v2
バンダ,ばんだ,plant|nature,auto,wnja:1.1-compatible-roots-v2
パイル,ぱいる,person_job,auto,wnja:1.1-compatible-roots-v2
パシャ,ぱしゃ,person_job,auto,wnja:1.1-compatible-roots-v2
パティ,ぱてぃ,food,auto,wnja:1.1-compatible-roots-v2
パリア,ぱりあ,animal|nature,auto,wnja:1.1-compatible-roots-v2
パレス,ぱれす,place_building,auto,wnja:1.1-compatible-roots-v2
パーカ,ぱーか,clothing,auto,wnja:1.1-compatible-roots-v2
パーク,ぱーく,place_building,auto,wnja:1.1-compatible-roots-v2
ヒグマ,ひぐま,animal|nature,auto,wnja:1.1-compatible-roots-v2
ヒドラ,ひどら,animal|nature,auto,wnja:1.1-compatible-roots-v2
ヒメジ,ひめじ,animal|nature,auto,wnja:1.1-compatible-roots-v2
ヒヨス,ひよす,plant|nature,auto,wnja:1.1-compatible-roots-v2
ヒース,ひーす,plant|nature,auto,wnja:1.1-compatible-roots-v2
ビアン,びあん,person_job,auto,wnja:1.1-compatible-roots-v2
ビカム,びかむ,person_job,auto,wnja:1.1-compatible-roots-v2
ビスク,びすく,food,auto,wnja:1.1-compatible-roots-v2
ビルダ,びるだ,person_job,auto,wnja:1.1-compatible-roots-v2
ビーア,びーあ,food,auto,wnja:1.1-compatible-roots-v2
ビーフ,びーふ,food,auto,wnja:1.1-compatible-roots-v2
ビーン,びーん,food|vegetable,auto,wnja:1.1-compatible-roots-v2
ピアフ,ぴあふ,person_job,auto,wnja:1.1-compatible-roots-v2
ピット,ぴっと,nature|place_building,auto,wnja:1.1-compatible-roots-v2
ピラフ,ぴらふ,food,auto,wnja:1.1-compatible-roots-v2
ピーチ,ぴーち,food|fruit,auto,wnja:1.1-compatible-roots-v2
ファド,ふぁど,music,auto,wnja:1.1-compatible-roots-v2
フィズ,ふぃず,food,auto,wnja:1.1-compatible-roots-v2
フサモ,ふさも,plant|nature,auto,wnja:1.1-compatible-roots-v2
フラー,ふらー,person_job,auto,wnja:1.1-compatible-roots-v2
フーガ,ふーが,music,auto,wnja:1.1-compatible-roots-v2
ブッダ,ぶっだ,person_job,auto,wnja:1.1-compatible-roots-v2
ブリダ,ぶりだ,place_building,auto,wnja:1.1-compatible-roots-v2
ブルカ,ぶるか,clothing,auto,wnja:1.1-compatible-roots-v2
ブルマ,ぶるま,clothing,auto,wnja:1.1-compatible-roots-v2
ブレア,ぶれあ,person_job,auto,wnja:1.1-compatible-roots-v2
プラウ,ぷらう,daily_tools,auto,wnja:1.1-compatible-roots-v2
プラオ,ぷらお,daily_tools,auto,wnja:1.1-compatible-roots-v2
プラザ,ぷらざ,place_building,auto,wnja:1.1-compatible-roots-v2
プラム,ぷらむ,food|fruit,auto,wnja:1.1-compatible-roots-v2
プリマ,ぷりま,food|fruit,auto,wnja:1.1-compatible-roots-v2
プーマ,ぷーま,animal|nature,auto,wnja:1.1-compatible-roots-v2
ヘチマ,へちま,plant|nature,auto,wnja:1.1-compatible-roots-v2
ヘロン,へろん,person_job,auto,wnja:1.1-compatible-roots-v2
ヘーン,へーん,person_job,auto,wnja:1.1-compatible-roots-v2
ベリー,べりー,fruit,reviewed,wnja:07742704-n
ベンダ,べんだ,person_job,auto,wnja:1.1-compatible-roots-v2
ベール,べーる,clothing,auto,wnja:1.1-compatible-roots-v2
ペカン,ぺかん,plant|fruit,auto,wnja:1.1-compatible-roots-v2
ペコー,ぺこー,food,auto,wnja:1.1-compatible-roots-v2
ペニス,ぺにす,body,auto,wnja:1.1-compatible-roots-v2
ペパー,ぺぱー,food|plant,auto,wnja:1.1-compatible-roots-v2
ペンネ,ぺんね,food,auto,wnja:1.1-compatible-roots-v2
ホリー,ほりー,person_job,auto,wnja:1.1-compatible-roots-v2
ボンゴ,ぼんご,instrument,reviewed,wnja:02869737-n
ポテチ,ぽてち,food,auto,wnja:1.1-compatible-roots-v2
ポトス,ぽとす,plant|nature,auto,wnja:1.1-compatible-roots-v2
ポトフ,ぽとふ,food,auto,wnja:1.1-compatible-roots-v2
ポニー,ぽにー,animal|nature,auto,wnja:1.1-compatible-roots-v2
ポピー,ぽぴー,plant|nature,auto,wnja:1.1-compatible-roots-v2
ポポー,ぽぽー,food|plant|fruit,reviewed,wnja:07760859-n
ポンス,ぽんす,person_job,auto,wnja:1.1-compatible-roots-v2
ポン引,ぽんびき,person_job,auto,wnja:1.1-compatible-roots-v2
マアジ,まあじ,animal|nature,auto,wnja:1.1-compatible-roots-v2
マカク,まかく,animal|nature,auto,wnja:1.1-compatible-roots-v2
マガモ,まがも,animal|nature,auto,wnja:1.1-compatible-roots-v2
マキシ,まきし,clothing,auto,wnja:1.1-compatible-roots-v2
マザー,まざー,person_job,auto,wnja:1.1-compatible-roots-v2
マスト,ますと,daily_tools,auto,wnja:1.1-compatible-roots-v2
マズル,まずる,body,auto,wnja:1.1-compatible-roots-v2
マダニ,まだに,animal|nature,reviewed,wnja:01776313-n|wnja:01776705-n
マダム,まだむ,person_job,auto,wnja:1.1-compatible-roots-v2
マツモ,まつも,plant|nature,auto,wnja:1.1-compatible-roots-v2
マトン,まとん,food,auto,wnja:1.1-compatible-roots-v2
マニヤ,まにや,person_job,auto,wnja:1.1-compatible-roots-v2
マヒワ,まひわ,animal|nature,auto,wnja:1.1-compatible-roots-v2
マフグ,まふぐ,animal|nature,auto,wnja:1.1-compatible-roots-v2
マミー,まみー,person_job,auto,wnja:1.1-compatible-roots-v2
マリン,まりん,person_job,auto,wnja:1.1-compatible-roots-v2
マリー,まりー,plant|nature,auto,wnja:1.1-compatible-roots-v2
マロン,まろん,person_job,auto,wnja:1.1-compatible-roots-v2
マロー,まろー,person_job,auto,wnja:1.1-compatible-roots-v2
マーチ,まーち,music,auto,wnja:1.1-compatible-roots-v2
マーム,まーむ,person_job,auto,wnja:1.1-compatible-roots-v2
ミサゴ,みさご,animal|nature,auto,wnja:1.1-compatible-roots-v2
ミセス,みせす,person_job,auto,wnja:1.1-compatible-roots-v2
ミミズ,みみず,animal|nature,auto,wnja:1.1-compatible-roots-v2
ミモザ,みもざ,food,auto,wnja:1.1-compatible-roots-v2
ミート,みーと,food,auto,wnja:1.1-compatible-roots-v2
ミード,みーど,person_job,auto,wnja:1.1-compatible-roots-v2
ミール,みーる,food,auto,wnja:1.1-compatible-roots-v2
ムサカ,むさか,food,auto,wnja:1.1-compatible-roots-v2
ムトン,むとん,food,auto,wnja:1.1-compatible-roots-v2
メイズ,めいず,person_job,auto,wnja:1.1-compatible-roots-v2
メゾン,めぞん,place_building,auto,wnja:1.1-compatible-roots-v2
メッセ,めっせ,music,auto,wnja:1.1-compatible-roots-v2
メット,めっと,clothing,auto,wnja:1.1-compatible-roots-v2
メバル,めばる,animal|nature,auto,wnja:1.1-compatible-roots-v2
メンチ,めんち,food,auto,wnja:1.1-compatible-roots-v2
メード,めーど,person_job,auto,wnja:1.1-compatible-roots-v2
モグラ,もぐら,animal|nature,reviewed,wnja:01889520-n
モスク,もすく,place_building,auto,wnja:1.1-compatible-roots-v2
モテル,もてる,place_building,auto,wnja:1.1-compatible-roots-v2
モルグ,もるぐ,place_building,auto,wnja:1.1-compatible-roots-v2
モルト,もると,food,auto,wnja:1.1-compatible-roots-v2
ヤッケ,やっけ,clothing,auto,wnja:1.1-compatible-roots-v2
ヤマネ,やまね,animal|nature,auto,wnja:1.1-compatible-roots-v2
ヤモリ,やもり,animal|nature,auto,wnja:1.1-compatible-roots-v2
ユッカ,ゆっか,plant|nature,auto,wnja:1.1-compatible-roots-v2
ユーザ,ゆーざ,person_job,auto,wnja:1.1-compatible-roots-v2
ヨタカ,よたか,animal|nature,reviewed,wnja:01835276-n
ライム,らいむ,fruit,reviewed,wnja:07749731-n
ラガー,らがー,sport,auto,wnja:1.1-compatible-roots-v2
ラッコ,らっこ,animal|nature,reviewed,wnja:02445394-n
ラット,らっと,animal|nature,auto,wnja:1.1-compatible-roots-v2
ラッド,らっど,person_job,auto,wnja:1.1-compatible-roots-v2
ラバン,らばん,person_job,auto,wnja:1.1-compatible-roots-v2
ラムネ,らむね,food,auto,wnja:1.1-compatible-roots-v2
ラム酒,らむしゅ,food,reviewed,wnja:07905038-n
ラルゴ,らるご,music,auto,wnja:1.1-compatible-roots-v2
ラント,らんと,person_job,auto,wnja:1.1-compatible-roots-v2
リカー,りかー,food,auto,wnja:1.1-compatible-roots-v2
リッジ,りっじ,nature|place_building,auto,wnja:1.1-compatible-roots-v2
リライ,りらい,person_job,auto,wnja:1.1-compatible-roots-v2
リリー,りりー,person_job,auto,wnja:1.1-compatible-roots-v2
リンド,りんど,person_job,auto,wnja:1.1-compatible-roots-v2
リーキ,りーき,food|plant|vegetable,reviewed,wnja:07723039-n
リーズ,りーず,place_building,auto,wnja:1.1-compatible-roots-v2
リート,りーと,plant|nature,auto,wnja:1.1-compatible-roots-v2
リーフ,りーふ,nature|place_building,auto,wnja:1.1-compatible-roots-v2
レイド,れいど,person_job,auto,wnja:1.1-compatible-roots-v2
レゲエ,れげえ,music,auto,wnja:1.1-compatible-roots-v2
レリア,れりあ,plant|nature,auto,wnja:1.1-compatible-roots-v2
レーク,れーく,nature|place_building,auto,wnja:1.1-compatible-roots-v2
レール,れーる,daily_tools,auto,wnja:1.1-compatible-roots-v2
ロンド,ろんど,music,auto,wnja:1.1-compatible-roots-v2
ロース,ろーす,person_job,auto,wnja:1.1-compatible-roots-v2
ワイフ,わいふ,person_job,auto,wnja:1.1-compatible-roots-v2
ワギナ,わぎな,body,auto,wnja:1.1-compatible-roots-v2
ワケギ,わけぎ,plant|nature,auto,wnja:1.1-compatible-roots-v2
ワゴン,わごん,vehicle,auto,wnja:1.1-compatible-roots-v2
