surface,reading,source_ref,commonness_tier
完新世,かんしんせい,wnja:15124713-n,wordnet
宗主国,そうしゅこく,wnja:08170535-n,wordnet
宗主権,そうしゅけん,wnja:08558882-n,wordnet
宙返り,ちゅうがえり,wnja:00169811-n,wordnet
定まり,さだまり,wnja:05846054-n,wordnet
定冠詞,ていかんし,wnja:06324864-n,wordnet
定小屋,じょうごや,wnja:04417809-n,wordnet
定常波,ていじょうは,wnja:07346772-n,wordnet
定旋律,ていせんりつ,wnja:07035153-n,wordnet
定期船,ていきせん,wnja:03673027-n,wordnet
定足数,ていそくすう,wnja:08357992-n,wordnet
宝探し,たからさがし,wnja:00162236-n,wordnet
宝物殿,ほうもつでん,wnja:04133648-n,wordnet
宝石商,ほうせきしょう,wnja:10221777-n,wordnet
実入り,みいり,wnja:13255145-n,wordnet
実在論,じつざいろん,wnja:05975659-n,wordnet
実念論,じつねんろん,wnja:05975659-n,wordnet
実業界,じつぎょうかい,wnja:08113073-n,wordnet
実現性,じつげんせい,wnja:05152364-n,wordnet
実生活,じっせいかつ,wnja:05810250-n,wordnet
実社会,じっしゃかい,wnja:05810250-n,wordnet
実習生,じっしゅうせい,wnja:10211203-n,wordnet
実行時,じっこうじ,wnja:15262510-n,wordnet
実証論,じっしょうろん,wnja:05993367-n,wordnet
実験台,じっけんだい,wnja:10668666-n,wordnet
実験式,じっけんしき,wnja:06817459-n,wordnet
宣伝文,せんでんぶん,wnja:07248060-n,wordnet
宮中伯,きゅうちゅうはく,wnja:09969375-n,wordnet
宮大工,みやだいく,wnja:09896685-n,wordnet
宮芝居,みやしばい,wnja:03410147-n,wordnet
家刀自,いえとじ,wnja:10189776-n,wordnet
家庭科,かていか,wnja:06149344-n,wordnet
家持ち,いえもち,wnja:10182499-n,wordnet
家政学,かせいがく,wnja:06149344-n,wordnet
家移り,やうつり,wnja:00168658-n,wordnet
宿借り,やどかり,wnja:10700201-n,wordnet
宿泊客,しゅくはくきゃく,wnja:10388647-n,wordnet
宿無し,やどなし,wnja:10182190-n,wordnet
寂しみ,さびしみ,wnja:07534108-n,wordnet
寄り目,よりめ,wnja:14506233-n,wordnet
寄付金,きふきん,wnja:13269890-n,wordnet
寄生虫,きせいちゅう,wnja:01384687-n,wordnet
寄稿家,きこうか,wnja:09961331-n,wordnet
密か事,みそかごと,wnja:06673142-n,wordnet
密猟者,みつりょうしゃ,wnja:10444058-n,wordnet
密航者,みっこうしゃ,wnja:10660471-n,wordnet
密造酒,みつぞうしゅ,wnja:07902520-n,wordnet
富くじ,とみくじ,wnja:00508091-n,wordnet
富貴草,ふうきぐさ,wnja:12747371-n,wordnet
寝台券,しんだいけん,wnja:06518719-n,wordnet
寝部屋,ねべや,wnja:02821627-n,wordnet
審判官,しんぱんかん,wnja:10225219-n,wordnet
審査官,しんさかん,wnja:10067968-n,wordnet
審議会,しんぎかい,wnja:08310949-n,wordnet
対位法,たいいほう,wnja:07025419-n,wordnet
対抗馬,たいこうば,wnja:10379620-n,wordnet
対照法,たいしょうほう,wnja:07101406-n,wordnet
対称性,たいしょうせい,wnja:05064827-n,wordnet
対空砲,たいくうほう,wnja:02715712-n,wordnet
対角化,たいかくか,wnja:05783357-n,wordnet
対話劇,たいわげき,wnja:06366391-n,wordnet
対話者,たいわしゃ,wnja:10210911-n,wordnet
封入体,ふうにゅうたい,wnja:09310806-n,wordnet
封切り,ふうきり,wnja:06893285-n,wordnet
専有権,せんゆうけん,wnja:05178715-n,wordnet
専門医,せんもんい,wnja:10632576-n,wordnet
射石砲,しゃせきほう,wnja:02867267-n,wordnet
射精管,しゃせいかん,wnja:05527389-n,wordnet
導波管,どうはかん,wnja:04564413-n,wordnet
導火線,どうかせん,wnja:03407122-n,wordnet
導関数,どうかんすう,wnja:06014730-n,wordnet
小人症,しょうじんしょう,wnja:14506403-n,wordnet
小作人,こさくにん,wnja:10586444-n,wordnet
小作農,こさくのう,wnja:10410996-n,wordnet
小冊子,しょうさっし,wnja:06409290-n,wordnet
小判鮫,こばんざめ,wnja:02574910-n,wordnet
小前提,しょうぜんてい,wnja:06754415-n,wordnet
小品文,しょうひんぶん,wnja:07203016-n,wordnet
小型犬,こがたけん,wnja:02085374-n,wordnet
小売商,こうりしょう,wnja:10525436-n,wordnet
小夜曲,さよきょく,wnja:07042586-n,wordnet
小宇宙,しょううちゅう,wnja:08271042-n,wordnet
小市民,しょうしみん,wnja:08181658-n,wordnet
小括弧,しょうかっこ,wnja:06843393-n,wordnet
小数点,しょうすうてん,wnja:06812289-n,wordnet
小書き,こがき,wnja:06763273-n,wordnet
小為替,こがわせ,wnja:13380820-n,wordnet
小発作,しょうほっさ,wnja:14083559-n,wordnet
小百合,さゆり,wnja:12426248-n,wordnet
小糠雨,こぬかあめ,wnja:11502322-n,wordnet
小細工,こざいく,wnja:00172598-n,wordnet
小荷物,こにもつ,wnja:03871628-n,wordnet
小部屋,こべや,wnja:02991555-n,wordnet
小間使,こまづかい,wnja:09906293-n,wordnet
小頭症,しょうとうしょう,wnja:14509299-n,wordnet
少数者,しょうすうしゃ,wnja:05122850-n,wordnet
就業者,しゅうぎょうしゃ,wnja:09632518-n,wordnet
尻っぽ,しりっぽ,wnja:02157557-n,wordnet
尻抜け,しりぬけ,wnja:05706815-n,wordnet
尻押し,しりおし,wnja:01213886-n,wordnet
尼法師,あまほうし,wnja:10368009-n,wordnet
尾っぽ,おっぽ,wnja:02157557-n,wordnet
尾状核,びじょうかく,wnja:01628770-n,wordnet
尾索類,びさくるい,wnja:01467986-n,wordnet
尾長猿,おながざる,wnja:02484975-n,wordnet
尿失禁,にょうしっきん,wnja:13474858-n,wordnet
尿崩症,にょうほうしょう,wnja:14119770-n,wordnet
尿毒症,にょうどくしょう,wnja:14210971-n,wordnet
尿結石,にょうけっせき,wnja:09325824-n,wordnet
尿道炎,にょうどうえん,wnja:14567421-n,wordnet
局外者,きょくがいしゃ,wnja:10103921-n,wordnet
局留め,きょくどめ,wnja:06265636-n,wordnet
屁こき,へこき,wnja:00839597-n,wordnet
居残り,いのこり,wnja:01161635-n,wordnet
居留地,きょりゅうち,wnja:08374049-n,wordnet
屈光性,くっこうせい,wnja:00862399-n,wordnet
屈折角,くっせつかく,wnja:13891547-n,wordnet
屈折計,くっせつけい,wnja:04070415-n,wordnet
届け先,とどけさき,wnja:06787150-n,wordnet
屋根屋,やねや,wnja:10705211-n,wordnet
屋根板,やねいた,wnja:15039445-n,wordnet
屑入れ,くずいれ,wnja:04555700-n,wordnet
展示場,てんじじょう,wnja:03303831-n,wordnet
山の手,やまのて,wnja:08554206-n,wordnet
山の背,やまのせ,wnja:09409752-n,wordnet
山崩れ,やまくずれ,wnja:07405411-n,wordnet
山帰来,さんきらい,wnja:12441552-n,wordnet
山査子,さんざし,wnja:12626353-n,wordnet
山紅葉,やまもみじ,wnja:12754311-n,wordnet
岡っ引,おかっぴき,wnja:10009276-n,wordnet
岡焼き,おかやき,wnja:07550079-n,wordnet
岩団扇,いわうちわ,wnja:12252168-n,wordnet
岩石圏,がんせきけん,wnja:09339810-n,wordnet
岩石学,がんせきがく,wnja:06121375-n,wordnet
嵩上げ,かさあげ,wnja:07370671-n,wordnet
川っ縁,かわっぷち,wnja:09415584-n,wordnet
川べり,かわべり,wnja:09415584-n,wordnet
川崎病,かわさきびょう,wnja:14076270-n,wordnet
川螻蛄,かわげら,wnja:02262803-n,wordnet
州政府,しゅうせいふ,wnja:08226018-n,wordnet
巡視船,じゅんしせん,wnja:03900194-n,wordnet
工作員,こうさくいん,wnja:09778392-n,wordnet
工作物,こうさくぶつ,wnja:04341686-n,wordnet
工具鋼,こうぐこう,wnja:15076180-n,wordnet
工務店,こうむてん,wnja:09960688-n,wordnet
左回り,ひだりまわり,wnja:07441494-n,wordnet
左心室,さしんしつ,wnja:05391977-n,wordnet
左心房,さしんぼう,wnja:05393629-n,wordnet
左旋性,させんせい,wnja:07441494-n,wordnet
巨人症,きょじんしょう,wnja:05106220-n,wordnet
巨核球,きょかくきゅう,wnja:05448928-n,wordnet
差し潮,さししお,wnja:07403030-n,wordnet
差出し,さしだし,wnja:00061290-n,wordnet
差合い,さしあい,wnja:14446878-n,wordnet
差添え,さしぞえ,wnja:00827782-n,wordnet
差渡し,さしわたし,wnja:05101815-n,wordnet
差障り,さしさわり,wnja:03520811-n,wordnet
巻き舌,まきじた,wnja:07133477-n,wordnet
巻層雲,けんそううん,wnja:09245833-n,wordnet
巻煙草,まきたばこ,wnja:03030035-n,wordnet
巻返し,まきかえし,wnja:00045646-n,wordnet
巾着網,きんちゃくあみ,wnja:04026518-n,wordnet
市民法,しみんほう,wnja:06534659-n,wordnet
市民軍,しみんぐん,wnja:08390511-n,wordnet
希求法,ききゅうほう,wnja:13802098-n,wordnet
帯域幅,たいいきはば,wnja:13579510-n,wordnet
帯水層,たいすいそう,wnja:09201998-n,wordnet
帯状回,たいじょうかい,wnja:05496592-n,wordnet
常備軍,じょうびぐん,wnja:08394423-n,wordnet
常套句,じょうとうく,wnja:07154046-n,wordnet
常套語,じょうとうご,wnja:07154046-n,wordnet
常得意,じょうとくい,wnja:10407726-n,wordnet
常磁性,じょうじせい,wnja:11480521-n,wordnet
常磐木,ときわぎ,wnja:13099833-n,wordnet
常習犯,じょうしゅうはん,wnja:10511425-n,wordnet
常設館,じょうせつかん,wnja:03032252-n,wordnet
幅跳び,はばとび,wnja:00440382-n,wordnet
幌馬車,ほろばしゃ,wnja:03122295-n,wordnet
幕の内,まくのうち,wnja:15271008-n,wordnet
幕無し,まくなし,wnja:01017987-n,wordnet
幕開き,まくあき,wnja:07290905-n,wordnet
幕間劇,まくあいげき,wnja:06396330-n,wordnet
干し肉,ほしにく,wnja:07664770-n,wordnet
干乾し,ひぼし,wnja:01150662-n,wordnet
干拓地,かんたくち,wnja:00457228-n,wordnet
干渉計,かんしょうけい,wnja:03578981-n,wordnet
平叙文,へいじょぶん,wnja:06600903-n,wordnet
平土間,ひらどま,wnja:03853178-n,wordnet
平均値,へいきんち,wnja:06021761-n,wordnet
平均律,へいきんりつ,wnja:01000610-n,wordnet
平滑筋,へいかつきん,wnja:05460291-n,wordnet
平織り,ひらおり,wnja:03954012-n,wordnet
平行棒,へいこうぼう,wnja:03888605-n,wordnet
平野水,ひらのすい,wnja:07927512-n,wordnet
年の暮,としのくれ,wnja:15201994-n,wordnet
年代記,ねんだいき,wnja:06514093-n,wordnet
年長者,ねんちょうしゃ,wnja:10048218-n,wordnet
幹細胞,かんさいぼう,wnja:05607863-n,wordnet
幻想曲,げんそうきょく,wnja:07044543-n,wordnet
幻日環,げんじつかん,wnja:11487533-n,wordnet
幻肢痛,げんしつう,wnja:05725137-n,wordnet
幻覚剤,げんかくざい,wnja:03479647-n,wordnet
幼児期,ようじき,wnja:15147097-n,wordnet
広がり,ひろがり,wnja:05127959-n,wordnet
広告板,こうこくばん,wnja:04217882-n,wordnet
広告業,こうこくぎょう,wnja:01101329-n,wordnet
広小路,ひろこうじ,wnja:03712729-n,wordnet
広背筋,こうはいきん,wnja:05559122-n,wordnet
床上げ,とこあげ,wnja:13452347-n,wordnet
床擦れ,とこずれ,wnja:14212126-n,wordnet
序の口,じょのくち,wnja:05868051-n,wordnet
序数詞,じょすうし,wnja:13597280-n,wordnet
底引網,そこびきあみ,wnja:04475749-n,wordnet
底積み,そこづみ,wnja:02779845-n,wordnet
店立て,たなだて,wnja:01194331-n,wordnet
府知事,ふちじ,wnja:10140314-n,wordnet
座標軸,ざひょうじく,wnja:06008896-n,wordnet
座込み,すわりこみ,wnja:01243969-n,wordnet
延べ板,のべいた,wnja:04189482-n,wordnet
延命草,えんめいそう,wnja:12862512-n,wordnet
建築学,けんちくがく,wnja:00610738-n,wordnet
弁慶草,べんけいそう,wnja:12785889-n,wordnet
弁証法,べんしょうほう,wnja:06163396-n,wordnet
弁護人,べんごにん,wnja:09775663-n,wordnet
弁護団,べんごだん,wnja:08064523-n,wordnet
弁鰓類,べんさいるい,wnja:01955933-n,wordnet
弄び物,もてあそびもの,wnja:03964744-n,wordnet
弓道家,きゅうどうか,wnja:09805324-n,wordnet
引き幕,ひきまく,wnja:03151077-n,wordnet
引き綱,ひきづな,wnja:04461294-n,wordnet
引き網,ひきあみ,wnja:04168541-n,wordnet
引き革,ひきかわ,wnja:04462407-n,wordnet
引く手,ひくて,wnja:09771435-n,wordnet
引受人,ひきうけにん,wnja:10149527-n,wordnet
引掛り,ひっかかり,wnja:00031921-n,wordnet
引揚者,ひきあげしゃ,wnja:10521288-n,wordnet
引換証,ひきかえしょう,wnja:06518068-n,wordnet
引明け,ひきあけ,wnja:15168790-n,wordnet
引火点,いんかてん,wnja:05013809-n,wordnet
引込線,ひきこみせん,wnja:04216106-n,wordnet
引返し,ひきかえし,wnja:07447022-n,wordnet
弟弟子,おとうとでし,wnja:10016103-n,wordnet
弥縫策,びほうさく,wnja:00178551-n,wordnet
張り札,はりふだ,wnja:06793426-n,wordnet
強制力,きょうせいりょく,wnja:00179576-n,wordnet
強姦罪,ごうかんざい,wnja:00773402-n,wordnet
強皮症,きょうひしょう,wnja:12968882-n,wordnet
強硬論,きょうこうろん,wnja:06196442-n,wordnet
強磁性,きょうじせい,wnja:11480284-n,wordnet
強膜炎,きょうまくえん,wnja:14355643-n,wordnet
強要罪,きょうようざい,wnja:00784598-n,wordnet
強迫性,きょうはくせい,wnja:10349090-n,wordnet
弾性率,だんせいりつ,wnja:13587963-n,wordnet
弾道学,だんどうがく,wnja:06114246-n,wordnet
弾道弾,だんどうだん,wnja:02781338-n,wordnet
当て物,あてもの,wnja:03873064-n,wordnet
当世風,とうせいふう,wnja:05050668-n,wordnet
当局者,とうきょくしゃ,wnja:09824609-n,wordnet
形態学,けいたいがく,wnja:06078327-n,wordnet
形態論,けいたいろん,wnja:06178042-n,wordnet
形成層,けいせいそう,wnja:05286412-n,wordnet
形振り,なりふり,wnja:04673965-n,wordnet
影武者,かげむしゃ,wnja:00803394-n,wordnet
影法師,かげぼうし,wnja:04219277-n,wordnet
役回り,やくまわり,wnja:00720565-n,wordnet
征服者,せいふくしゃ,wnja:09956578-n,wordnet
待宵草,まつよいぐさ,wnja:12344283-n,wordnet
待避所,たいひじょ,wnja:04020744-n,wordnet
待避線,たいひせん,wnja:04216106-n,wordnet
後の世,のちのよ,wnja:15121625-n,wordnet
後ろ帯,うしろおび,wnja:10129825-n,wordnet
後ろ紐,うしろひも,wnja:15147097-n,wordnet
後ろ脚,うしろあし,wnja:02464626-n,wordnet
後成説,こうせいせつ,wnja:13475072-n,wordnet
後背地,こうはいち,wnja:08502672-n,wordnet
後頭葉,こうとうよう,wnja:05494365-n,wordnet
後頭骨,こうとうこつ,wnja:05541872-n,wordnet
徒刑囚,とけいしゅう,wnja:09962966-n,wordnet
従価税,じゅうかぜい,wnja:13316722-n,wordnet
従属国,じゅうぞくこく,wnja:08499840-n,wordnet
従業者,じゅうぎょうしゃ,wnja:10053808-n,wordnet
得意客,とくいきゃく,wnja:09984659-n,wordnet
御出座,おでまし,wnja:00050195-n,wordnet
御座所,ござしょ,wnja:08558963-n,wordnet
御来光,ごらいこう,wnja:07343910-n,wordnet
御洒落,おしゃれ,wnja:00828559-n,wordnet
御用達,ごようたし,wnja:10495299-n,wordnet
御神酒,おみき,wnja:07884567-n,wordnet
御菓子,おかし,wnja:07596684-n,wordnet
御迎え,おむかえ,wnja:06631322-n,wordnet
復活祭,ふっかつさい,wnja:15188154-n,wordnet
循環系,じゅんかんけい,wnja:05511618-n,wordnet
微分学,びぶんがく,wnja:06014435-n,wordnet
微分法,びぶんほう,wnja:00870640-n,wordnet
微化石,びかせき,wnja:09353815-n,wordnet
微小管,びしょうかん,wnja:05246969-n,wordnet
微惑星,びわくせい,wnja:09395086-n,wordnet
微温湯,ぬるまゆ,wnja:04630547-n,wordnet
微積分,びせきぶん,wnja:06013741-n,wordnet
徳利蜂,とっくりばち,wnja:02214499-n,wordnet
徴兵制,ちょうへいせい,wnja:01157850-n,wordnet
徴発権,ちょうはつけん,wnja:01060924-n,wordnet
心ばえ,こころばえ,wnja:04623113-n,wordnet
心やり,こころやり,wnja:00426928-n,wordnet
心内膜,しんないまく,wnja:05428331-n,wordnet
心字池,しんじいけ,wnja:09397391-n,wordnet
心当て,こころあて,wnja:05803938-n,wordnet
心後れ,こころおくれ,wnja:07522729-n,wordnet
心拍数,しんぱくすう,wnja:15280695-n,wordnet
心気症,しんきしょう,wnja:14375005-n,wordnet
心疾患,しんしっかん,wnja:14103288-n,wordnet
心積り,こころづもり,wnja:00163233-n,wordnet
心筋炎,しんきんえん,wnja:14339387-n,wordnet
心筋症,しんきんしょう,wnja:14110966-n,wordnet
心肥大,しんひだい,wnja:14334631-n,wordnet
心膜炎,しんまくえん,wnja:14339682-n,wordnet
心覚え,こころおぼえ,wnja:05935292-n,wordnet
心身症,しんしんしょう,wnja:14386475-n,wordnet
心配事,しんぱいごと,wnja:05832264-n,wordnet
心雑音,しんざつおん,wnja:14334814-n,wordnet
心頼み,こころだのみ,wnja:14001728-n,wordnet
心馳せ,こころばせ,wnja:04841358-n,wordnet
心驕り,こころおごり,wnja:07508996-n,wordnet
志願兵,しがんへい,wnja:10759331-n,wordnet
忘れ種,わすれぐさ,wnja:00426928-n,wordnet
快男児,かいだんじ,wnja:09876308-n,wordnet
念押し,ねんおし,wnja:09771855-n,wordnet
思い者,おもいもの,wnja:09622302-n,wordnet
怠け癖,なまけぐせ,wnja:04637108-n,wordnet
性役割,せいやくわり,wnja:00722253-n,wordnet
性感帯,せいかんたい,wnja:05224966-n,wordnet
性細胞,せいさいぼう,wnja:05456732-n,wordnet
性転換,せいてんかん,wnja:07425427-n,wordnet
性道徳,せいどうとく,wnja:04849759-n,wordnet
怨み言,うらみごと,wnja:07208708-n,wordnet
恐喝罪,きょうかつざい,wnja:00784598-n,wordnet
恐怖心,きょうふしん,wnja:07519253-n,wordnet
恐水病,きょうすいびょう,wnja:14271667-n,wordnet
恒星年,こうせいねん,wnja:15208898-n,wordnet
恒星日,こうせいじつ,wnja:15208333-n,wordnet
恒星時,こうせいじ,wnja:15208162-n,wordnet
恒星船,こうせいせん,wnja:04304215-n,wordnet
恒河沙,ごうがしゃ,wnja:05115804-n,wordnet
恒等式,こうとうしき,wnja:13786748-n,wordnet
恥晒し,はじさらし,wnja:14440137-n,wordnet
息休め,いきやすめ,wnja:01064148-n,wordnet
息差し,いきざし,wnja:06646243-n,wordnet
悪たれ,あくたれ,wnja:00736375-n,wordnet
悪液質,あくえきしつ,wnja:14053717-n,wordnet
悪知恵,わるぢえ,wnja:04876561-n,wordnet
悲喜劇,ひきげき,wnja:07016797-n,wordnet
情報学,じょうほうがく,wnja:06142118-n,wordnet
意味論,いみろん,wnja:05920651-n,wordnet
愛国者,あいこくしゃ,wnja:10407310-n,wordnet
愛弟子,まなでし,wnja:10694849-n,wordnet
愛書家,あいしょか,wnja:09852679-n,wordnet
感光性,かんこうせい,wnja:05654201-n,wordnet
